,colony_id,full_treatment,treatment,species,group,final,cage,genotype,2021.03.09,2021.03.18,2021.05.03,2023.05.13,2021.06.01,2021.06.22,2021.06.29,2021.07.15,date.planted,date.dead,days.alive,final.status
1187,OFAV-10-PP-0HS4,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,0HS4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1188,OFAV-10-PP-2HS12,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,2HS12,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1189,OFAV-10-PP-2HS2,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,2HS2,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1191,OFAV-10-PP-2HS6,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,2HS6,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1193,OFAV-10-PP-9AZ5,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9AZ5,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1195,OFAV-10-PP-9EV35,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9EV35,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1196,OFAV-10-PP-9EV4,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9EV4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1197,OFAV-10-PP-9EV40,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9EV40,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1199,OFAV-10-PP-9GT35,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9GT35,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1200,OFAV-10-PP-9GT4,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9GT4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1201,OFAV-10-PP-9GT46,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9GT46,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1202,OFAV-10-PP-9IR44,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9IR44,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1203,OFAV-10-PP-9JQ4,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9JQ4,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1204,OFAV-10-PP-9JQ42,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9JQ42,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1205,OFAV-10-PP-9JQ431,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9JQ431,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1206,OFAV-10-PP-9JQ53,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,9JQ53,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1207,OFAV-10-PP-AZ,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,AZ,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1208,OFAV-10-PP-CX,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,CX,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1209,OFAV-10-PP-DW,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,DW,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
1210,OFAV-10-PP-EV,OFAV_PP,PP,OFAV,OFAV_P,deep,10-PP,EV,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
801,OFAV-1-PP-310,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,310,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
931,OFAV-4-PP-360,OFAV_PP,PP,OFAV,OFAV_P,deep,4-PP,360,NA,NA,NA,NA,NA,alive,alive,alive,2021.06.22,2021.07.15,,0
813,OFAV-1-PP-368,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,368,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
815,OFAV-1-PP-370,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,370,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
821,OFAV-1-PP-2HS48,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,2HS48,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
823,OFAV-1-PP-9AZ2,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,9AZ2,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
824,OFAV-1-PP-9AZ5,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,9AZ5,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
833,OFAV-1-PP-9IR44,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,9IR44,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
841,OFAV-1-PP-EV,OFAV_PP,PP,OFAV,OFAV_P,deep,1-PP,EV,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
885,OFAV-3-PP-352,OFAV_PP,PP,OFAV,OFAV_P,deep,3-PP,352,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
891,OFAV-3-PP-362,OFAV_PP,PP,OFAV,OFAV_P,deep,3-PP,362,NA,NA,NA,NA,NA,alive,dead,dead,2021.06.22,2021.06.29,,1
