,colony_id,full_treatment,treatment,species,group,final,cage,genotype,2021.03.09,2021.03.18,2021.05.03,2023.05.13,2021.06.01,2021.06.22,2021.06.29,2021.07.15,date.planted,date.dead,days.alive,final.status
2145,OFAV-5-SS-E-4EV14,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,4EV14,missing,missing,alive,alive,alive,NA,alive,alive,NA,2021.07.15,,0
2205,OFAV-5-SS-E-6JQ16,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,6JQ16,missing,missing,alive,alive,alive,NA,alive,alive,NA,2021.07.15,,0
2305,OFAV-5-SS-E-9DW32,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,9DW32,missing,missing,alive,alive,alive,NA,alive,alive,NA,2021.07.15,,0
2365,OFAV-5-SS-E-9EV41,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,9EV41,missing,missing,alive,alive,alive,NA,alive,alive,NA,2021.07.15,,0
1683,OFAV-3-SS-C-0EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,0EV3,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
1762,OFAV-2-SS-B-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2AZ3,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
1802,OFAV-2-SS-B-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2DW40,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
1823,OFAV-3-SS-C-2DW44,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2DW44,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
1983,OFAV-3-SS-C-2JQ31,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2JQ31,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2003,OFAV-3-SS-C-2JQ6,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2JQ6,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2082,OFAV-2-SS-B-3JQ1,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,3JQ1,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2123,OFAV-3-SS-C-4DW14,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,4DW14,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2163,OFAV-3-SS-C-4EV15,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,4EV15,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2202,OFAV-2-SS-B-6JQ16,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,6JQ16,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2204,OFAV-4-SS-D-6JQ16,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,6JQ16,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2222,OFAV-2-SS-B-8EV24,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,8EV24,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2243,OFAV-3-SS-C-9AZ10,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,9AZ10,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2285,OFAV-5-SS-E-9AZ81,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,9AZ81,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2343,OFAV-3-SS-C-9EV2,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,9EV2,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2362,OFAV-2-SS-B-9EV41,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,9EV41,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2363,OFAV-3-SS-C-9EV41,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,9EV41,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2381,OFAV-1-SS-A-9JQ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,9JQ5,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2403,OFAV-3-SS-C-JQ1,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,JQ1,alive,alive,alive,alive,alive,NA,alive,missing,2021.03.09,NA,,NA
2110,OFAV-10-SS-J-4DW11,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,4DW11,alive,alive,alive,alive,missing,NA,dead,missing,2021.03.09,NA,,NA
1625,OFAV-5-SS-E-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,0AZ4,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
1645,OFAV-5-SS-E-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,0DW46,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
1665,OFAV-5-SS-E-0EV1,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,0EV1,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
1705,OFAV-5-SS-E-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,1AZ5,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
1885,OFAV-5-SS-E-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2EV30,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
1965,OFAV-5-SS-E-2EV6,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2EV6,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
2045,OFAV-5-SS-E-3AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,3AZ4,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
2385,OFAV-5-SS-E-9JQ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,9JQ5,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
2401,OFAV-1-SS-A-JQ1,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,JQ1,alive,alive,missing,missing,missing,NA,missing,missing,2021.03.09,NA,,NA
1630,OFAV-10-SS-J-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,0AZ4,alive,alive,alive,dead,dead,NA,dead,dead,2021.03.09,2021.05.13,,1
1650,OFAV-10-SS-J-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,0DW46,alive,alive,alive,dead,dead,NA,dead,dead,2021.03.09,2021.05.13,,1
1950,OFAV-10-SS-J-2EV44,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,2EV44,alive,alive,alive,dead,missing,NA,dead,dead,2021.03.09,2021.05.13,,1
1990,OFAV-10-SS-J-2JQ31,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,2JQ31,alive,alive,alive,dead,missing,NA,dead,dead,2021.03.09,2021.05.13,,1
2170,OFAV-10-SS-J-4EV15,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,4EV15,alive,alive,alive,dead,missing,NA,missing,dead,2021.03.09,2021.05.13,,1
1626,OFAV-6-SS-F-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,0AZ4,alive,alive,alive,alive,alive,NA,alive,dead,2021.03.09,2021.07.15,,1
1949,OFAV-9-SS-I-2EV44,OFAV_SS,SS,OFAV,OFAV_S,shallow,9-SS-I,2EV44,alive,alive,alive,alive,alive,NA,alive,dead,2021.03.09,2021.07.15,,1
2069,OFAV-9-SS-I-3EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,9-SS-I,3EV30,alive,alive,alive,alive,alive,NA,alive,dead,2021.03.09,2021.07.15,,1
2070,OFAV-10-SS-J-3EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,3EV30,alive,alive,alive,alive,alive,NA,alive,dead,2021.03.09,2021.07.15,,1
2345,OFAV-5-SS-E-9EV2,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,9EV2,alive,alive,alive,alive,alive,NA,alive,dead,2021.03.09,2021.07.15,,1
2290,OFAV-10-SS-J-9AZ81,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,9AZ81,alive,alive,alive,missing,missing,NA,alive,dead,2021.03.09,2021.07.15,,1
1622,OFAV-2-SS-B-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,0AZ4,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1623,OFAV-3-SS-C-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,0AZ4,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1624,OFAV-4-SS-D-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,0AZ4,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1628,OFAV-8-SS-H-0AZ4,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,0AZ4,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1641,OFAV-1-SS-A-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1642,OFAV-2-SS-B-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1643,OFAV-3-SS-C-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1644,OFAV-4-SS-D-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1646,OFAV-6-SS-F-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1647,OFAV-7-SS-G-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,7-SS-G,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1648,OFAV-8-SS-H-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1649,OFAV-9-SS-I-0DW46,OFAV_SS,SS,OFAV,OFAV_S,shallow,9-SS-I,0DW46,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1662,OFAV-2-SS-B-0EV1,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,0EV1,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1663,OFAV-3-SS-C-0EV1,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,0EV1,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1664,OFAV-4-SS-D-0EV1,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,0EV1,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1666,OFAV-6-SS-F-0EV1,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,0EV1,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1670,OFAV-10-SS-J-0EV1,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,0EV1,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1681,OFAV-1-SS-A-0EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,0EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1684,OFAV-4-SS-D-0EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,0EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1685,OFAV-5-SS-E-0EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,0EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1686,OFAV-6-SS-F-0EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,0EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1687,OFAV-7-SS-G-0EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,7-SS-G,0EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1702,OFAV-2-SS-B-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1703,OFAV-3-SS-C-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1704,OFAV-4-SS-D-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1706,OFAV-6-SS-F-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1708,OFAV-8-SS-H-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1709,OFAV-9-SS-I-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,9-SS-I,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1710,OFAV-10-SS-J-1AZ5,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,1AZ5,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1721,OFAV-1-SS-A-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1722,OFAV-2-SS-B-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1723,OFAV-3-SS-C-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1724,OFAV-4-SS-D-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1725,OFAV-5-SS-E-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1726,OFAV-6-SS-F-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1728,OFAV-8-SS-H-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1730,OFAV-10-SS-J-2AZ2,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,2AZ2,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1741,OFAV-1-SS-A-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1742,OFAV-2-SS-B-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1743,OFAV-3-SS-C-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1744,OFAV-4-SS-D-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1747,OFAV-7-SS-G-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,7-SS-G,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1748,OFAV-8-SS-H-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1750,OFAV-10-SS-J-2AZ21,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,2AZ21,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1761,OFAV-1-SS-A-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1763,OFAV-3-SS-C-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1764,OFAV-4-SS-D-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1765,OFAV-5-SS-E-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1766,OFAV-6-SS-F-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1767,OFAV-7-SS-G-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,7-SS-G,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1768,OFAV-8-SS-H-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1770,OFAV-10-SS-J-2AZ3,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,2AZ3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1781,OFAV-1-SS-A-2AZ7,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2AZ7,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1782,OFAV-2-SS-B-2AZ7,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2AZ7,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1784,OFAV-4-SS-D-2AZ7,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2AZ7,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1801,OFAV-1-SS-A-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1803,OFAV-3-SS-C-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1804,OFAV-4-SS-D-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1805,OFAV-5-SS-E-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1806,OFAV-6-SS-F-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1809,OFAV-9-SS-I-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,9-SS-I,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1810,OFAV-10-SS-J-2DW40,OFAV_SS,SS,OFAV,OFAV_S,shallow,10-SS-J,2DW40,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1821,OFAV-1-SS-A-2DW44,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2DW44,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1822,OFAV-2-SS-B-2DW44,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2DW44,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1824,OFAV-4-SS-D-2DW44,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2DW44,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1829,OFAV-9-SS-I-2DW44,OFAV_SS,SS,OFAV,OFAV_S,shallow,9-SS-I,2DW44,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1842,OFAV-2-SS-B-2EV10,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2EV10,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1843,OFAV-3-SS-C-2EV10,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2EV10,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1844,OFAV-4-SS-D-2EV10,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2EV10,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1845,OFAV-5-SS-E-2EV10,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2EV10,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1846,OFAV-6-SS-F-2EV10,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2EV10,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1848,OFAV-8-SS-H-2EV10,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,2EV10,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1861,OFAV-1-SS-A-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1862,OFAV-2-SS-B-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1863,OFAV-3-SS-C-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1864,OFAV-4-SS-D-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1865,OFAV-5-SS-E-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1866,OFAV-6-SS-F-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1868,OFAV-8-SS-H-2EV3,OFAV_SS,SS,OFAV,OFAV_S,shallow,8-SS-H,2EV3,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1881,OFAV-1-SS-A-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2EV30,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1882,OFAV-2-SS-B-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2EV30,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1883,OFAV-3-SS-C-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2EV30,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1884,OFAV-4-SS-D-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2EV30,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1886,OFAV-6-SS-F-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2EV30,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1887,OFAV-7-SS-G-2EV30,OFAV_SS,SS,OFAV,OFAV_S,shallow,7-SS-G,2EV30,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1904,OFAV-4-SS-D-2EV34,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2EV34,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1905,OFAV-5-SS-E-2EV34,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2EV34,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1906,OFAV-6-SS-F-2EV34,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2EV34,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1921,OFAV-1-SS-A-2EV36,OFAV_SS,SS,OFAV,OFAV_S,shallow,1-SS-A,2EV36,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1922,OFAV-2-SS-B-2EV36,OFAV_SS,SS,OFAV,OFAV_S,shallow,2-SS-B,2EV36,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1923,OFAV-3-SS-C-2EV36,OFAV_SS,SS,OFAV,OFAV_S,shallow,3-SS-C,2EV36,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1924,OFAV-4-SS-D-2EV36,OFAV_SS,SS,OFAV,OFAV_S,shallow,4-SS-D,2EV36,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1925,OFAV-5-SS-E-2EV36,OFAV_SS,SS,OFAV,OFAV_S,shallow,5-SS-E,2EV36,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
1926,OFAV-6-SS-F-2EV36,OFAV_SS,SS,OFAV,OFAV_S,shallow,6-SS-F,2EV36,alive,alive,alive,alive,alive,NA,alive,alive,2021.03.09,2021.07.15,,0
